district,layout,area_m2,base_rent,furnished,age_days
praha5,3+kk,70,37000.0,Ano,13
praha5,2+kk,50,29000.0,Ano,13
praha5,1+1,47,18000.0,Částečně,13
praha7,2+kk,58,25500.0,Ne,13
praha5,1+1,45,18500.0,,13
praha10,1+kk,30,15000.0,,14
praha4,2+kk,50,24500.0,Ano,14
praha6,2+1,70,27000.0,Ne,14
praha10,2+kk,80,45000.0,Částečně,14
praha5,4+kk,151,40000.0,Ne,14
praha7,1+kk,32,24500.0,,14
praha8,3+1,63,28000.0,Ne,14
praha6,2+1,75,24000.0,Ne,14
praha4,1+kk,32,21500.0,Ano,14
praha5,2+kk,51,20000.0,Ano,14
praha10,2+1,58,26000.0,Částečně,15
praha4,1+kk,45,25000.0,,15
praha10,1+kk,32,18800.0,Částečně,15
praha10,2+kk,49,20000.0,Ne,15
praha9,3+kk,98,42500.0,,15
praha5,2+kk,62,36225.0,Ano,15
praha4,2+kk,48,21500.0,Částečně,15
praha9,1+kk,44,21900.0,,15
praha4,2+kk,40,18000.0,Ano,16
praha7,1+kk,30,20000.0,Ano,16
praha1,4+kk,146,72000.0,Ano,16
praha4,2+kk,60,35000.0,,16
praha7,2+1,73,28490.0,Ano,16
praha5,2+kk,82,35000.0,Částečně,16
praha10,1+kk,35,15990.0,,16
praha5,1+kk,32,17490.0,Částečně,16
praha4,1+1,43,19990.0,,16
praha4,2+kk,50,28400.0,Ano,16
praha5,2+kk,59,22990.0,Částečně,16
praha10,2+kk,45,22000.0,,16
praha5,3+kk,81,41000.0,Částečně,16
praha9,2+kk,54,24000.0,Částečně,16
praha8,2+kk,50,24800.0,Ano,16
praha1,3+kk,138,29000.0,,16
praha2,2+kk,69,24000.0,,16
praha5,3+kk,81,29000.0,,16
praha8,2+kk,40,17990.0,Částečně,16
praha9,2+kk,69,24000.0,,16
praha2,2+1,64,22000.0,Ano,16
praha1,3+1,94,38000.0,Částečně,16
praha9,1+kk,41,17000.0,Ne,16
praha3,3+kk,108,61900.0,Ne,16
praha6,4+1,142,90000.0,,16
praha8,3+1,70,25000.0,Ne,16
praha8,3+1,64,24990.0,Částečně,17
praha3,1+1,43,24900.0,Ano,17
praha8,2+kk,60,36500.0,Ano,17
praha4,1+kk,40,18490.0,Částečně,17
praha2,3+kk,71,30000.0,,17
praha7,2+1,57,17990.0,,17
praha5,1+kk,32,16900.0,Částečně,17
praha5,3+1,72,21990.0,Částečně,17
praha4,3+kk,109,36900.0,Částečně,17
praha7,3+1,80,25500.0,Ne,17
praha6,2+kk,65,28000.0,Částečně,17
praha2,1+1,55,28000.0,Ne,17
praha6,3+kk,74,22000.0,Ne,17
praha9,2+kk,53,23000.0,Ano,17
praha8,3+kk,80,25000.0,Ne,17
praha10,2+kk,43,19000.0,Částečně,17
praha7,1+kk,34,21500.0,Ano,17
praha8,2+kk,48,38000.0,Ano,17
praha9,3+1,59,23400.0,Částečně,17
praha9,2+kk,52,27500.0,Ne,17
praha5,1+kk,29,17000.0,Částečně,17
praha10,3+kk,80,33000.0,,17
praha4,3+kk,92,28000.0,Ano,17
praha1,4+kk,115,41900.0,Ne,17
praha9,1+1,34,17900.0,Částečně,17
praha10,2+kk,46,21000.0,Částečně,17
praha2,1+kk,35,22000.0,Ano,18
praha5,4+kk,129,73000.0,Ano,18
praha8,3+kk,80,25000.0,Ne,18
praha3,2+kk,43,23500.0,Částečně,18
praha8,1+kk,34,18500.0,,18
praha4,3+kk,89,24000.0,,18
praha8,2+kk,40,18900.0,Ne,18
praha7,2+kk,56,33000.0,Ano,18
praha1,2+kk,60,28000.0,Ne,18
praha2,2+kk,52,32000.0,Ano,18
praha9,2+kk,54,22500.0,Ano,18
praha4,3+kk,102,44000.0,,18
praha10,1+kk,26,19990.0,Ne,18
praha9,3+1,67,25700.0,Ne,18
praha9,3+kk,82,36000.0,Ne,18
praha5,3+kk,90,32000.0,Částečně,18
praha5,2+kk,71,38000.0,Ano,18
praha4,2+1,40,20000.0,Částečně,18
praha9,2+kk,52,25000.0,Ne,18
praha9,2+kk,63,32000.0,,18
praha6,5+1,146,69000.0,Ne,18
praha3,2+kk,60,20900.0,Ne,18
praha5,5+kk,135,35000.0,Ano,18
praha1,3+1,120,38000.0,Ne,18
praha10,2+kk,67,25000.0,,18
praha5,1+1,32,20000.0,Ano,18
praha5,4+kk,104,41500.0,,18
praha3,2+kk,73,26990.0,Ne,18
praha8,3+kk,80,33000.0,,18
praha2,2+kk,54,33000.0,Ano,18
praha8,1+kk,23,14000.0,,18
praha4,3+kk,68,26000.0,Částečně,18
praha3,2+kk,54,41707.0,Ano,18
praha5,2+kk,43,23500.0,Ano,19
praha4,2+1,52,26900.0,Ne,19
praha5,2+kk,43,19000.0,Částečně,19
praha8,1+1,37,18000.0,,19
praha8,2+kk,58,34500.0,Částečně,19
praha1,1+kk,33,20000.0,Ano,19
praha5,3+1,74,25900.0,Ne,19
praha5,2+kk,50,19500.0,Ano,19
praha4,3+kk,82,26500.0,Ano,19
praha3,1+kk,48,23000.0,Částečně,19
praha7,2+kk,70,37000.0,Ano,19
praha9,1+kk,45,21000.0,Ano,19
praha2,3+kk,101,38000.0,,19
praha3,3+kk,95,64954.0,Ne,19
praha5,3+kk,89,37500.0,,19
praha10,2+kk,43,22500.0,,19
praha1,3+kk,90,38900.0,Částečně,19
praha9,1+1,33,19900.0,Ano,19
praha5,2+kk,42,27500.0,,19
praha1,3+kk,75,37500.0,Částečně,19
praha5,1+kk,40,25500.0,Ano,19
praha2,2+kk,58,29000.0,Ne,19
praha4,2+kk,45,18000.0,Ne,19
praha5,3+1,68,26800.0,Ne,19
praha6,1+kk,38,19000.0,Ano,19
praha1,3+kk,79,38900.0,Částečně,19
praha4,2+kk,42,18990.0,Ano,19
praha4,2+kk,46,28000.0,Ano,19
praha3,2+kk,41,24900.0,Částečně,19
praha10,2+kk,54,34800.0,Ano,19
praha4,3+1,68,26000.0,Ano,19
praha5,3+1,71,26000.0,Ano,19
praha6,1+kk,23,13500.0,Ano,19
praha1,2+kk,56,42721.0,Ne,19
praha1,2+kk,55,44000.0,Ano,20
praha4,3+1,78,20000.0,,20
praha1,2+kk,52,26000.0,,20
praha3,2+kk,54,41800.0,Ne,20
praha7,2+kk,71,37000.0,Částečně,20
praha3,1+kk,37,20500.0,Ne,20
praha4,2+kk,52,28400.0,Ano,20
praha2,3+kk,106,47500.0,Částečně,20
praha1,3+kk,91,38900.0,Ne,20
praha5,2+kk,40,27000.0,,20
praha4,2+kk,42,22000.0,Částečně,20
praha3,2+kk,54,41888.0,Ne,20
praha2,1+1,37,20000.0,Částečně,20
praha5,5+kk,130,49000.0,Ano,20
praha4,2+kk,47,22800.0,,20
praha9,2+kk,40,23000.0,Ano,20
praha1,3+kk,79,38900.0,Ne,20
praha2,2+kk,52,45000.0,Ano,20
praha4,3+kk,65,32000.0,Ano,20
praha3,2+kk,41,24990.0,Částečně,20
praha8,1+kk,34,20900.0,Ano,20
praha4,2+kk,45,19600.0,,20
praha7,2+kk,62,32000.0,Ano,20
praha8,1+kk,36,19000.0,Částečně,20
praha4,1+kk,30,13000.0,Částečně,20
praha8,2+kk,60,35000.0,Ano,20
praha6,2+kk,54,22000.0,,20
praha9,4+1,87,29900.0,Ne,20
praha5,1+kk,39,20000.0,Ne,20
praha1,2+kk,70,40000.0,Ano,20
praha3,2+kk,56,42800.0,Ano,20
praha1,2+1,80,29900.0,Ano,20
praha9,2+kk,57,29000.0,Částečně,20
praha5,1+kk,42,19000.0,,20
praha3,2+kk,58,28000.0,,20
praha5,2+kk,47,29500.0,Ano,20
praha2,2+kk,67,37000.0,,20
praha7,1+kk,47,22000.0,Ne,20
praha5,3+1,82,27000.0,Ne,20
praha2,1+1,41,22500.0,Ne,20
praha3,2+1,77,45000.0,,20
praha6,2+1,55,37000.0,Ne,20
praha10,2+1,55,19000.0,,21
praha8,1+kk,38,18000.0,Částečně,21
praha9,1+kk,32,16990.0,Částečně,21
praha9,3+kk,80,33000.0,,21
praha3,3+kk,82,40000.0,Ano,21
praha10,2+kk,45,20990.0,,22
praha7,2+kk,63,29000.0,,22
praha2,1+kk,45,25500.0,Ano,22
praha5,2+kk,64,23000.0,Částečně,23
praha5,1+kk,37,18490.0,Ne,23
praha5,3+1,69,28490.0,Částečně,23
praha1,3+kk,84,35000.0,Částečně,23
praha4,1+kk,37,18000.0,,23
praha4,1+kk,39,23900.0,Ano,23
praha4,2+kk,41,17900.0,,23
praha9,2+kk,66,20000.0,,23
praha4,3+1,78,29000.0,,23
praha8,2+kk,65,33000.0,Částečně,23
praha6,1+kk,38,25000.0,Ano,23
praha1,2+kk,39,25000.0,Ne,23
praha5,1+kk,39,18490.0,Ne,23
praha6,2+kk,47,23000.0,,23
praha9,2+kk,62,27990.0,Částečně,23
praha6,3+1,59,26000.0,Částečně,23
praha2,2+kk,37,22000.0,Ne,23
praha7,2+kk,63,29000.0,,23
praha8,3+kk,106,45000.0,,23
praha3,3+1,96,38000.0,Částečně,23
praha9,3+1,72,21000.0,Částečně,23
praha8,3+1,67,25900.0,Ne,23
praha2,2+kk,52,27500.0,Ano,23
praha1,1+1,33,23000.0,Ano,23
praha5,3+kk,65,31000.0,,23
praha3,2+kk,56,42721.0,Ano,23
praha3,1+kk,32,16000.0,Částečně,23
praha6,2+kk,56,29500.0,Částečně,24
praha7,2+1,86,28000.0,,24
praha8,1+1,30,15000.0,Částečně,24
praha4,2+kk,38,28400.0,Ano,24
praha4,2+kk,50,32400.0,Ano,24
praha9,1+kk,37,19000.0,Ano,24
praha6,1+1,40,19000.0,,24
praha2,4+kk,123,49000.0,Ano,24
praha7,3+kk,77,34500.0,Ano,24
praha6,3+kk,123,47000.0,Ano,24
praha5,3+kk,101,33000.0,,24
praha9,2+kk,42,27000.0,Ano,24
praha6,2+kk,53,29000.0,Ne,24
praha10,3+kk,99,36000.0,,24
praha9,2+kk,60,23000.0,,24
praha3,2+kk,51,26000.0,,24
praha5,2+kk,55,22300.0,,24
praha2,2+1,63,21000.0,,24
praha6,3+kk,97,50000.0,,24
praha5,2+kk,55,20000.0,Ne,24
praha1,2+kk,58,29900.0,Částečně,24
praha6,2+kk,52,29500.0,Ne,24
praha4,2+kk,59,34900.0,,24
praha5,2+kk,60,20000.0,Ne,24
praha2,2+kk,47,24000.0,Částečně,24
praha8,2+kk,58,34500.0,,24
praha10,1+kk,36,17000.0,Částečně,24
praha3,2+1,52,26000.0,Ano,24
praha5,1+1,49,20000.0,Ne,24
praha6,2+kk,47,26500.0,Ne,24
praha3,2+1,60,20720.0,Ne,24
praha8,2+kk,42,25000.0,Částečně,24
praha2,4+kk,132,55000.0,Částečně,24
praha6,2+kk,51,26300.0,Ne,24
praha2,4+kk,140,75000.0,Ano,25
praha4,1+kk,35,19990.0,Ne,25
praha5,3+kk,71,24000.0,Ne,25
praha6,2+1,62,25000.0,Ne,25
praha6,2+kk,30,26000.0,,25
praha3,3+kk,80,29000.0,Částečně,25
praha5,2+kk,57,27000.0,Ne,25
praha4,1+kk,33,25000.0,,25
praha2,2+kk,55,22000.0,Ne,25
praha3,3+kk,78,40000.0,Ano,25
praha4,1+kk,33,15000.0,Ne,25
praha4,2+kk,52,25000.0,,25
praha5,2+kk,52,25000.0,Částečně,25
praha5,2+kk,46,24000.0,Částečně,25
praha3,2+kk,89,27500.0,Ano,25
praha5,3+kk,98,44000.0,Ne,25
praha4,1+kk,26,16000.0,Částečně,25
praha9,1+kk,31,15900.0,Ne,25
praha8,3+kk,90,35000.0,Částečně,25
praha7,2+1,50,23000.0,,25
praha5,3+kk,83,37000.0,Ano,25
praha4,3+kk,70,33500.0,Částečně,25
praha10,2+kk,44,22500.0,,25
praha3,3+kk,66,29500.0,Částečně,25
praha6,3+1,78,30000.0,,25
praha4,1+1,29,16500.0,Částečně,25
praha4,2+1,71,31000.0,,25
praha3,3+kk,78,40000.0,Ano,25
praha3,3+kk,72,25000.0,Ano,26
praha1,3+kk,111,40500.0,Ne,26
praha1,3+kk,111,40500.0,Částečně,26
praha8,2+kk,70,25000.0,Ano,26
praha10,3+1,100,22500.0,Ano,26
praha2,3+kk,65,28000.0,Ano,26
praha8,3+1,75,27000.0,Ne,26
praha10,2+kk,63,31000.0,Ne,26
praha5,4+kk,111,45000.0,Ano,26
praha2,1+kk,47,23000.0,Ano,26
praha1,2+kk,80,25000.0,Ano,26
praha5,2+kk,63,24000.0,Ano,26
praha8,1+kk,28,23500.0,Ano,26
praha5,2+kk,60,23500.0,,26
praha3,2+kk,51,29000.0,,26
praha5,3+kk,75,29900.0,Ne,26
praha4,3+1,116,29000.0,,26
praha3,2+kk,50,23000.0,Ne,26
praha9,2+kk,56,20500.0,Částečně,26
praha5,3+kk,72,21000.0,Ano,26
praha4,2+kk,82,37500.0,Ano,26
praha5,2+kk,50,18900.0,Ne,26
praha5,4+kk,97,45000.0,Ano,26
praha4,3+kk,100,30000.0,,26
praha4,1+1,50,21000.0,Ne,26
praha8,3+kk,93,33000.0,Částečně,26
praha6,3+1,121,30000.0,Ano,26
praha5,3+1,90,23100.0,,26
praha10,3+kk,96,35000.0,Ano,26
praha10,1+kk,38,16000.0,Ne,26
praha6,2+kk,58,35000.0,Ano,27
praha8,1+kk,45,24500.0,Ano,27
praha1,3+kk,105,64900.0,Ano,27
praha4,3+kk,50,26000.0,Ano,27
praha7,1+kk,37,23800.0,,27
praha4,2+kk,56,27500.0,,27
praha2,2+kk,57,29900.0,Ano,27
praha4,2+kk,56,32500.0,Ne,27
praha8,3+kk,70,29900.0,Částečně,27
praha5,2+kk,46,21500.0,Ne,27
praha6,1+kk,18,14100.0,Ano,27
praha10,2+kk,54,21000.0,Částečně,27
praha5,2+kk,81,28000.0,,27
praha5,1+kk,32,21000.0,Částečně,27
praha5,2+kk,66,27500.0,Částečně,27
praha5,2+kk,43,17500.0,Ne,27
praha3,3+kk,86,38000.0,,27
praha4,2+kk,42,20000.0,,27
praha3,1+1,40,18500.0,Ne,27
praha7,1+kk,34,24400.0,,27
praha5,3+kk,86,48000.0,Ano,27
praha10,3+1,127,38000.0,,27
praha7,1+kk,39,25450.0,,27
praha10,2+kk,72,22572.0,Ano,27
praha10,2+kk,54,23900.0,Částečně,27
praha10,4+kk,100,38200.0,Částečně,27
praha5,2+kk,40,22000.0,Částečně,27
praha10,3+kk,69,23000.0,Částečně,27
praha8,1+kk,30,15000.0,Částečně,28
praha5,2+kk,55,20000.0,Ne,28
praha8,3+kk,90,29500.0,,28
praha10,3+kk,80,32500.0,Ne,28
praha2,3+kk,87,45000.0,Částečně,28
praha9,3+kk,70,30000.0,,28
praha10,2+kk,40,27000.0,,28
praha3,3+kk,95,56990.0,Ano,28
praha9,1+kk,36,19900.0,Ano,28
praha6,3+kk,74,36000.0,,29
praha8,2+kk,50,23900.0,Částečně,29
praha5,2+kk,45,20000.0,Ano,29
praha9,1+kk,49,21500.0,Ano,29
praha4,2+kk,41,22000.0,Ano,30
praha4,3+kk,71,33500.0,Částečně,30
praha7,2+kk,61,29000.0,,30
praha10,3+kk,72,29000.0,,30
praha10,2+1,52,20600.0,Částečně,30
praha9,2+kk,57,26000.0,Částečně,30
praha7,1+kk,39,24750.0,,30
praha5,4+kk,133,55000.0,Ne,30
praha8,1+kk,24,15000.0,Částečně,30
praha5,2+kk,54,30000.0,Ne,30
praha9,4+1,86,25000.0,Částečně,30
praha5,2+kk,42,16900.0,Ano,30
praha4,2+kk,45,22000.0,Částečně,30
praha5,2+kk,46,23500.0,,30
praha9,2+kk,66,25900.0,Ano,30
praha8,2+1,48,20000.0,,30
praha8,3+kk,126,45000.0,Ano,30
praha9,3+kk,92,34000.0,,30
praha4,1+kk,30,15500.0,Ano,30
praha10,1+kk,33,18000.0,Ano,30
praha9,2+kk,58,24000.0,Částečně,30
praha9,1+kk,43,16500.0,Částečně,30
praha8,1+1,48,15000.0,,30
praha9,2+kk,42,23500.0,Ano,30
praha7,2+kk,59,27000.0,,31
praha4,3+kk,56,27000.0,Částečně,31
praha3,1+kk,40,24500.0,Ano,31
praha9,1+kk,38,16000.0,Částečně,31
praha2,3+1,103,52000.0,Ne,31
praha1,4+kk,124,55545.0,Ano,31
praha10,2+1,51,25000.0,,31
praha4,4+kk,157,61900.0,Částečně,31
praha5,3+kk,78,45000.0,Ne,31
praha5,2+kk,53,20000.0,Částečně,31
praha9,1+kk,34,18000.0,Částečně,31
praha2,2+kk,45,25000.0,,31
praha5,3+kk,74,28200.0,Ne,31
praha5,2+kk,60,43470.0,Ano,31
praha6,3+kk,78,35000.0,Ne,31
praha4,1+kk,34,23000.0,,31
praha6,2+kk,93,37000.0,Ano,31
praha8,2+kk,69,27000.0,Částečně,31
praha10,1+kk,34,17000.0,,31
praha9,4+kk,124,34000.0,Částečně,31
praha4,3+kk,83,39000.0,Ano,31
praha5,3+1,68,25990.0,Ano,31
praha10,2+kk,60,24000.0,Ano,31
praha1,2+1,89,35000.0,,32
praha8,1+kk,35,19000.0,Ano,32
praha9,1+kk,33,19000.0,Ne,32
praha10,3+kk,75,35000.0,Ne,32
praha4,3+kk,60,38000.0,Ano,32
praha5,2+kk,26,19900.0,Ano,32
praha6,3+kk,70,27500.0,Částečně,32
praha8,2+kk,47,27000.0,Ne,32
praha9,1+kk,36,17000.0,Částečně,32
praha5,3+kk,81,38500.0,Ano,32
praha4,2+kk,43,14500.0,Ano,32
praha1,4+kk,124,55545.0,Ano,32
praha9,2+kk,67,32500.0,Částečně,32
praha5,2+kk,53,22000.0,Částečně,32
praha3,2+1,55,24300.0,Částečně,32
praha8,1+kk,36,21900.0,,32
praha4,1+1,25,17000.0,Ne,32
praha5,2+kk,36,18000.0,Ano,33
praha10,2+kk,75,21500.0,,33
praha9,1+kk,34,20000.0,Částečně,33
praha7,2+kk,58,31000.0,Ano,33
praha4,3+1,93,33990.0,Částečně,33
praha8,3+kk,76,56500.0,Ano,33
praha5,2+kk,56,24900.0,Ano,33
praha9,3+1,78,24990.0,Ano,33
praha9,3+kk,65,24500.0,Ne,33
praha5,4+kk,135,47500.0,Ano,33
praha4,2+kk,42,20900.0,Ano,33
praha8,2+kk,53,28500.0,Částečně,33
praha10,4+kk,92,37000.0,Ano,33
praha4,2+kk,61,33500.0,Částečně,33
praha4,1+kk,40,17200.0,Částečně,33
praha10,2+kk,47,23900.0,Ano,33
praha5,3+1,104,41900.0,Ne,33
praha8,2+1,62,27000.0,Ano,33
praha9,1+kk,33,17600.0,Ne,33
praha1,4+1,142,54900.0,Částečně,33
praha2,2+1,50,24900.0,Částečně,34
praha2,1+kk,49,22900.0,Částečně,34
praha6,2+kk,111,35000.0,Ne,34
praha9,2+kk,56,24000.0,Částečně,34
praha5,2+kk,77,30000.0,,34
praha1,3+1,115,49000.0,Ano,34
praha2,4+1,125,46600.0,,34
praha1,4+kk,123,55563.0,Ano,34
praha10,3+1,71,25000.0,Ano,34
praha7,1+1,35,20500.0,Částečně,34
praha9,2+kk,45,21990.0,Částečně,34
praha1,3+kk,76,38652.0,Ano,34
praha10,2+kk,40,23500.0,Částečně,34
praha7,1+kk,38,22000.0,Ano,34
praha9,3+kk,63,21990.0,Částečně,34
praha6,3+1,120,59000.0,Ano,34
praha5,2+kk,56,26000.0,Částečně,34
praha5,2+kk,36,20500.0,Částečně,34
praha3,2+kk,55,42721.0,Ano,34
praha6,2+kk,43,20700.0,Částečně,34
praha2,1+kk,27,18300.0,Ano,34
praha4,1+kk,23,12500.0,,35
praha9,2+kk,40,22500.0,Ne,35
praha9,2+kk,49,18900.0,Částečně,35
praha5,3+kk,74,31000.0,Částečně,36
praha4,2+kk,56,27000.0,Částečně,36
praha8,2+kk,50,24900.0,Částečně,36
praha8,2+kk,59,24900.0,Ne,36
praha8,2+kk,46,19400.0,Ne,36
praha2,2+kk,44,23000.0,Ano,37
praha6,4+kk,122,50000.0,Ano,37
praha5,2+kk,47,19990.0,Částečně,37
praha4,2+kk,34,24300.0,Ano,37
praha2,2+kk,56,39000.0,Ano,37
praha3,2+kk,56,27500.0,Ano,37
praha5,3+1,80,26900.0,,37
praha2,2+kk,48,34500.0,Ano,37
praha1,1+kk,33,27000.0,Ano,37
praha8,2+1,74,27800.0,Ne,37
praha9,3+kk,106,33000.0,,37
praha9,3+kk,74,31990.0,Ano,37
praha3,2+kk,49,23500.0,Ne,37
praha4,1+kk,33,28000.0,Ano,37
praha9,1+kk,30,15900.0,,37
praha8,3+kk,117,45000.0,,37
praha5,2+kk,74,29900.0,Ano,37
praha9,1+kk,37,16500.0,Částečně,37
praha4,2+kk,72,30000.0,Ano,38
praha4,3+kk,100,42000.0,Ano,38
praha2,3+1,134,49000.0,Ne,38
praha4,3+kk,119,45000.0,,38
praha6,1+kk,26,16500.0,Částečně,38
praha4,4+kk,82,33000.0,,38
praha8,2+kk,46,21990.0,Ano,38
praha1,3+kk,111,49000.0,Ano,38
praha4,2+kk,42,17000.0,,38
praha6,2+kk,66,37000.0,Ano,39
praha7,1+kk,37,19500.0,Ne,39
praha2,1+kk,30,23500.0,,39
praha2,1+1,33,24500.0,Ano,39
praha6,2+kk,47,33000.0,Ano,39
praha10,2+kk,47,23500.0,Částečně,39
praha5,1+kk,35,16000.0,,39
praha5,2+kk,53,29900.0,Částečně,39
praha6,2+kk,55,28000.0,,39
praha2,3+1,116,40000.0,Ne,40
praha3,2+kk,65,31500.0,Ano,40
praha5,2+kk,60,30000.0,Ano,40
praha9,1+kk,36,20000.0,,40
praha4,2+kk,67,21990.0,Ne,40
praha4,3+kk,75,28000.0,,40
praha3,1+kk,29,18000.0,Ne,40
praha8,1+kk,25,17500.0,Ano,40
praha2,2+1,45,30000.0,Ano,40
praha9,2+1,100,27990.0,Částečně,40
praha9,1+kk,29,15900.0,Ne,40
praha10,2+kk,57,23000.0,,41
praha5,2+1,81,32000.0,Ne,41
praha5,1+1,68,35000.0,Ne,41
praha10,3+kk,86,33500.0,,41
praha9,3+kk,82,35000.0,Ano,41
praha5,4+1,147,75000.0,Ano,41
praha6,5+kk,140,39900.0,Ano,41
praha5,2+kk,43,19000.0,,41
praha8,3+kk,80,26000.0,Ne,41
praha7,3+1,62,41150.0,,41
praha6,1+kk,29,21000.0,,41
praha7,1+1,28,19900.0,Ano,41
praha5,2+kk,48,26500.0,Ne,41
praha3,1+kk,21,14490.0,Částečně,41
praha7,2+1,48,31350.0,,41
praha7,2+kk,62,30000.0,,41
praha7,1+1,26,18000.0,Ne,41
praha4,1+kk,24,15000.0,,41
praha7,2+1,47,31400.0,,41
praha10,2+1,56,20000.0,,42
praha9,2+kk,56,23000.0,Částečně,42
praha4,2+kk,67,26000.0,Ne,42
praha3,2+kk,56,22100.0,,42
praha2,3+kk,94,49900.0,Částečně,42
praha7,3+kk,81,31000.0,Ano,42
praha3,3+1,118,43000.0,Ne,42
praha4,4+kk,120,40000.0,,43
praha5,3+kk,73,26000.0,Částečně,43
praha2,2+kk,40,26000.0,Ano,44
praha10,3+kk,93,45000.0,Ano,44
praha10,1+kk,28,15490.0,Částečně,44
praha8,1+kk,61,32000.0,Ano,44
praha5,3+kk,86,42000.0,Ne,44
praha3,3+kk,88,35000.0,,44
praha6,4+kk,120,38000.0,,44
praha6,3+1,78,25000.0,Částečně,44
praha10,2+kk,61,22000.0,,44
praha5,2+kk,54,35000.0,Ne,44
praha10,2+kk,62,25000.0,Ano,44
praha2,2+1,82,35000.0,Ne,44
praha7,1+1,45,22000.0,Ano,45
praha4,3+1,75,29500.0,Ano,45
praha3,1+kk,39,20000.0,Částečně,45
praha5,2+kk,42,22000.0,,45
praha4,3+1,155,49000.0,Ne,45
praha5,4+1,154,75000.0,Částečně,45
praha8,3+1,90,34000.0,,45
praha2,4+kk,109,42000.0,Ne,45
praha9,2+kk,49,22000.0,Částečně,45
praha10,2+kk,44,16200.0,Částečně,45
praha6,3+kk,97,49000.0,Částečně,45
praha8,2+kk,48,21490.0,Částečně,45
praha7,2+kk,80,36700.0,Ano,46
praha4,3+1,75,27900.0,Částečně,46
praha1,4+1,151,83000.0,Ne,46
praha9,2+kk,60,34500.0,Ano,46
praha6,4+kk,91,45000.0,Ano,46
praha10,2+1,54,24000.0,Ne,46
praha10,2+kk,58,23000.0,,46
praha6,2+kk,70,46000.0,Ano,46
praha4,1+kk,32,22500.0,Ano,47
praha3,2+1,72,30950.0,Částečně,47
praha10,1+kk,58,23000.0,Ano,47
praha10,3+kk,91,45000.0,Ano,47
praha9,2+kk,42,23000.0,Ne,47
praha2,3+1,79,39900.0,Částečně,47
praha6,4+kk,113,49000.0,Ne,47
praha4,4+kk,67,40500.0,Ano,47
praha9,2+kk,50,22500.0,Ne,47
praha7,1+kk,45,23510.0,,47
praha5,1+kk,29,20900.0,Ne,48
praha4,2+kk,45,19990.0,Ne,48
praha2,2+kk,53,26000.0,Ano,48
praha7,1+kk,30,24000.0,Ano,48
praha3,1+1,38,26350.0,Ano,48
praha5,2+kk,44,27000.0,Ano,48
praha5,2+kk,60,33500.0,Částečně,48
praha4,3+kk,74,29500.0,,48
praha4,3+1,79,32000.0,Částečně,48
praha4,2+kk,48,19900.0,,48
praha5,2+kk,43,23000.0,,48
praha10,2+kk,39,21000.0,Ne,48
praha8,1+kk,25,15000.0,,48
praha3,2+kk,47,26000.0,Ano,48
praha8,2+kk,34,19000.0,,48
praha1,3+kk,87,39000.0,Částečně,48
praha4,3+kk,111,50000.0,,49
praha9,1+kk,27,19000.0,Ano,50
praha4,3+kk,86,28600.0,Ne,51
praha2,2+kk,42,26400.0,Ano,51
praha5,3+kk,62,31500.0,Ano,51
praha10,1+kk,43,24600.0,,51
praha5,2+kk,48,26900.0,,51
praha9,2+kk,55,27500.0,Ne,51
praha10,3+1,73,26000.0,Částečně,51
praha3,1+kk,35,26800.0,Ano,51
praha7,4+kk,135,56000.0,Částečně,51
praha8,3+1,80,28000.0,Ne,51
praha5,3+kk,83,35000.0,Ne,51
praha6,4+1,108,38000.0,,51
praha8,3+kk,104,34000.0,Částečně,51
praha10,2+kk,67,37300.0,Ano,51
praha5,3+kk,83,35000.0,Ne,51
praha5,3+kk,87,27500.0,,52
praha3,2+kk,58,28500.0,,52
praha6,3+kk,135,43000.0,Částečně,52
praha4,2+kk,82,35000.0,Ne,52
praha9,1+kk,38,16900.0,,52
praha8,2+kk,59,37000.0,Ne,52
praha7,2+kk,49,22300.0,,52
praha3,2+kk,50,34800.0,Ano,52
praha10,4+kk,82,27000.0,Částečně,52
praha5,3+kk,63,22990.0,Ne,52
praha3,2+kk,71,22000.0,Částečně,52
praha2,4+1,110,46900.0,Částečně,52
praha3,3+kk,70,41000.0,Částečně,52
praha3,3+kk,102,38000.0,Ano,52
praha10,4+kk,101,42500.0,Částečně,52
praha9,1+kk,44,18500.0,,53
praha10,1+kk,31,17000.0,Ne,53
praha3,1+kk,27,18000.0,Částečně,53
praha2,2+kk,45,28000.0,Ano,53
praha7,1+kk,30,24000.0,Ano,53
praha10,2+kk,50,37400.0,Ano,53
praha3,2+kk,49,28990.0,Částečně,53
praha1,3+1,135,39000.0,Ano,53
praha7,2+kk,68,32000.0,Ano,53
praha1,2+kk,83,35000.0,Ano,53
praha5,3+kk,91,40000.0,Částečně,53
praha10,1+kk,36,19900.0,Ano,53
praha4,2+kk,48,21800.0,Částečně,53
praha7,3+kk,103,60000.0,Ano,53
praha8,3+kk,63,28000.0,Částečně,53
praha3,4+kk,140,75000.0,,53
praha9,1+kk,32,17900.0,Ne,54
praha10,2+1,70,20000.0,Ne,54
praha8,2+kk,46,25000.0,Ano,54
praha10,3+kk,86,30000.0,Ano,54
praha5,2+kk,39,24500.0,Ne,54
praha3,2+kk,51,33000.0,Ano,54
praha5,3+kk,103,39000.0,,54
praha4,2+kk,52,26000.0,Ano,54
